;NT;F;Accuracy;Fit time;Prediction times;Feature importance
0;1;1;0.5613850996852047;17.13866376876831;0.7945611476898193;{'MINORAXIS': 1.0}
1;1;3;0.8761804826862539;37.688251972198486;0.8996031284332275;{'PERIMETER': 0.5055762081784386, 'EXTENT': 0.2788104089219331, 'MAJORAXIS': 0.21561338289962825}
2;1;5;0.8709338929695698;117.06599712371826;1.6928472518920898;{'AREA': 0.48299319727891155, 'CONVEX_AREA': 0.23809523809523808, 'EXTENT': 0.11224489795918367, 'PERIMETER': 0.11054421768707483, 'ECCENTRICITY': 0.05612244897959184}
3;1;Runif(1/M);0.7922350472193075;32.58922004699707;1.9713771343231201;{'AREA': 1.0}
4;10;1;0.8436516264428122;151.66688585281372;7.993928909301758;{'EXTENT': 0.3294617209941301, 'ECCENTRICITY': 0.20856750343449482, 'MINORAXIS': 0.15086799050830524, 'AREA': 0.10765580117397278, 'PERIMETER': 0.08992131884600973, 'CONVEX_AREA': 0.07418508804795804, 'MAJORAXIS': 0.03934057699512926}
5;10;3;0.9076600209863589;534.4554009437561;12.282300233840942;{'AREA': 0.4214824120603015, 'CONVEX_AREA': 0.26716917922948075, 'MAJORAXIS': 0.09254606365159129, 'PERIMETER': 0.08333333333333333, 'EXTENT': 0.0785175879396985, 'MINORAXIS': 0.028894472361809045, 'ECCENTRICITY': 0.028056951423785594}
6;10;5;0.8929695697796433;954.1824779510498;13.592620134353638;{'AREA': 0.4334418693736832, 'CONVEX_AREA': 0.294771116644321, 'EXTENT': 0.06646236353189044, 'MAJORAXIS': 0.06627082934303773, 'PERIMETER': 0.05516184638958054, 'MINORAXIS': 0.04788354721317755, 'ECCENTRICITY': 0.03600842750430952}
7;10;Runif(1/M);0.9055613850996852;349.87988209724426;7.283754825592041;{'CONVEX_AREA': 0.2957099080694586, 'AREA': 0.24770173646578142, 'ECCENTRICITY': 0.13406537282941777, 'PERIMETER': 0.131511746680286, 'MAJORAXIS': 0.10827374872318693, 'MINORAXIS': 0.0602655771195097, 'EXTENT': 0.02247191011235955}
8;25;1;0.8499475341028332;385.92695593833923;19.604904890060425;{'EXTENT': 0.36776801895998884, 'ECCENTRICITY': 0.232817510107347, 'MINORAXIS': 0.1684093127004043, 'AREA': 0.12017287048654678, 'PERIMETER': 0.06691760769552489, 'MAJORAXIS': 0.043914680050188205}
9;25;3;0.9171038824763903;771.5179011821747;20.150279998779297;{'AREA': 0.3014522350805537, 'CONVEX_AREA': 0.180167914681189, 'MINORAXIS': 0.14091218515997278, 'MAJORAXIS': 0.10687542545949626, 'ECCENTRICITY': 0.10108917631041525, 'EXTENT': 0.08928976628091673, 'PERIMETER': 0.08021329702745632}
10;25;5;0.8940188877229801;2676.1841571331024;33.29325532913208;{'AREA': 0.42132617989772825, 'CONVEX_AREA': 0.27554698633582025, 'EXTENT': 0.0759493670886076, 'PERIMETER': 0.07435660994215777, 'MAJORAXIS': 0.061111576829574986, 'ECCENTRICITY': 0.04811803168748428, 'MINORAXIS': 0.04359124821862687}
11;25;Runif(1/M);0.9076600209863589;4391.072439908981;84.54484796524048;{'MINORAXIS': 0.21462661426165075, 'CONVEX_AREA': 0.21371420550252668, 'AREA': 0.19595732734418866, 'ECCENTRICITY': 0.14710836608646827, 'EXTENT': 0.1259124087591241, 'PERIMETER': 0.07053621560920831, 'MAJORAXIS': 0.03214486243683324}
12;50;1;0.869884575026233;3069.1527528762817;150.09045505523682;{'MINORAXIS': 0.2416906339877454, 'ECCENTRICITY': 0.18794547955483307, 'AREA': 0.1724646742528448, 'EXTENT': 0.1649368513192447, 'CONVEX_AREA': 0.1485557083906465, 'PERIMETER': 0.045016881330498935, 'MAJORAXIS': 0.03938977116418657}
13;50;3;0.9213011542497377;2121.315078020096;50.56181597709656;{'AREA': 0.30173706875695555, 'CONVEX_AREA': 0.2864953791067886, 'PERIMETER': 0.10567571490782407, 'MAJORAXIS': 0.08414380413219141, 'EXTENT': 0.08056321672231093, 'ECCENTRICITY': 0.07441815454589443, 'MINORAXIS': 0.06696666182803503}
14;50;5;0.9013641133263379;3728.1284239292145;54.54406785964966;{'CONVEX_AREA': 0.3376266606620131, 'AREA': 0.32452150416572845, 'MAJORAXIS': 0.08277414996622383, 'EXTENT': 0.075703670344517, 'PERIMETER': 0.07435262328304436, 'ECCENTRICITY': 0.0568790812879982, 'MINORAXIS': 0.04814231029047512}
15;50;Runif(1/M);0.8961175236096537;3157.507180213928;54.526443004608154;{'AREA': 0.3243494784193586, 'CONVEX_AREA': 0.2395780819792919, 'EXTENT': 0.160429673866677, 'ECCENTRICITY': 0.09683173692170473, 'PERIMETER': 0.09345794392523364, 'MAJORAXIS': 0.04975375189048745, 'MINORAXIS': 0.03559933299724667}
16;75;1;0.8824763903462749;1174.313129901886;63.12179088592529;{'EXTENT': 0.3414209045885175, 'ECCENTRICITY': 0.1585014409221902, 'AREA': 0.14875148837771143, 'CONVEX_AREA': 0.1127543184524323, 'MINORAXIS': 0.10422958118345442, 'PERIMETER': 0.0745483097206164, 'MAJORAXIS': 0.05979395675507774}
17;75;3;0.9150052465897167;2730.9274208545685;65.12972211837769;{'AREA': 0.3036161243577921, 'CONVEX_AREA': 0.24835331313397443, 'PERIMETER': 0.10456461599262284, 'EXTENT': 0.09754972994335397, 'MAJORAXIS': 0.0831247529969701, 'MINORAXIS': 0.08240021077591884, 'ECCENTRICITY': 0.08039125279936767}
